ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Pickup_Delay,Distance_km,Road_traffic_density_encoded
0x386d,HYDRES03DEL02,30,4.7,17.422819,78.449578,17.442819,78.469578,2022-03-19,1900-01-01 11:30:34,1900-01-01 11:40:03,Stormy,High,1,Meal,motorcycle,1,1,3,27,9.483333333333333,-1.1839236900804604,2.0
0x27a9,MYSRES15DEL01,34,4.6,12.352058,76.60665,12.362058,76.61665,2022-03-28,1900-01-01 12:02:24,1900-01-01 12:05:45,Windy,High,1,Drinks,scooter,1,1,3,28,3.35,-1.4551048905296886,2.0
0x76fe,BANGRES20DEL03,25,4.3,12.972161,77.596014,13.062161,77.686014,2022-03-14,1900-01-01 18:52:38,1900-01-01 19:07:35,Windy,Medium,0,Meal,motorcycle,NaN,1,1,38,14.95,0.7604526491614438,1.0
0x4cbc,VADRES14DEL01,24,4.8,22.311603,73.165012,22.321603,73.175012,2022-03-11,1900-01-01 10:25:51,1900-01-01 10:36:41,Sunny,Low,1,Buffet,motorcycle,0,1,0,24,10.833333333333334,-1.4620392729010607,0.0
0x6666,MYSRES08DEL02,27,4.6,12.297954,76.665169,12.317954,76.685169,2022-03-26,1900-01-01 08:21:42,1900-01-01 08:38:54,Cloudy,Low,2,Meal,motorcycle,0,1,0,11,17.2,-1.17772389467604,0.0
0x9eb7,BANGRES010DEL01,37,4.8,12.933298,77.614293,13.043298,77.724293,2022-03-27,1900-01-01 20:38:47,1900-01-01 20:49:49,Windy,Jam,0,Meal,motorcycle,0,1,0,36,11.033333333333333,1.314597042410935,3.0
0x8fc2,JAPRES14DEL03,39,4.1,26.88842,75.800689,26.91842,75.830689,2022-03-26,1900-01-01 17:25:31,1900-01-01 17:36:54,Windy,Medium,0,Meal,motorcycle,1,1,0,33,11.383333333333333,-0.9343318447639207,1.0
0x4f68,RANCHIRES18DEL01,37,4.7,23.351489,85.324253,23.361489,85.334253,2022-03-09,1900-01-01 11:24:44,1900-01-01 11:32:07,Sunny,High,1,Drinks,motorcycle,1,1,0,15,7.383333333333334,-1.4629682549882546,2.0
0x37bb,SURRES03DEL01,30,4.7,21.186884,72.793616,21.256884,72.863616,2022-03-10,1900-01-01 17:58:39,1900-01-01 18:05:27,Windy,Medium,0,Buffet,motorcycle,0,1,0,44,6.8,0.16690991800039323,1.0
0xb108,SURRES19DEL02,29,4.5,21.149669,72.772629,21.169669,72.792629,2022-04-03,1900-01-01 09:21:00,1900-01-01 09:28:51,Sandstorms,Low,1,Meal,motorcycle,0,1,3,15,7.85,-1.1896616469413426,0.0
0xa00a,BANGRES09DEL02,21,4.6,12.934179,77.615797,12.984179,77.665797,2022-03-21,1900-01-01 21:03:44,1900-01-01 21:13:59,Fog,Jam,2,Buffet,electric_scooter,1,1,3,21,10.25,-0.347343535427977,3.0
0x4146,MUMRES05DEL03,28,4.9,18.927584,72.832585,18.987584,72.892585,2022-03-01,1900-01-01 23:55:42,1900-01-01 00:10:02,Sandstorms,Low,2,Meal,motorcycle,1,1,0,18,-1425.6666666666667,-0.09357861239783137,0.0
0x890b,HYDRES20DEL01,34,4.3,17.483216,78.552111,17.553216,78.622111,2022-03-29,1900-01-01 18:23:08,1900-01-01 18:32:25,Stormy,Medium,1,Buffet,motorcycle,1,1,0,33,9.283333333333333,0.18693671573954657,1.0
0xb7dd,VADRES05DEL02,21,4.9,22.310526,73.170937,22.390526,73.250937,2022-03-08,1900-01-01 19:16:20,1900-01-01 19:20:21,Cloudy,Jam,1,Buffet,motorcycle,0,1,0,34,4.016666666666667,0.43050082932567824,3.0
0xb57b,RANCHIRES19DEL03,38,4.1,23.333017,85.3172,23.393017,85.3772,2022-03-17,1900-01-01 21:05:10,1900-01-01 21:08:43,Windy,Jam,0,Buffet,motorcycle,2,1,0,37,3.55,-0.1156645571391526,3.0
0x78cc,BANGRES04DEL01,24,4.2,12.98041,77.640489,12.99041,77.650489,2022-04-01,1900-01-01 09:42:51,1900-01-01 09:56:21,Stormy,Low,0,Meal,motorcycle,1,1,0,27,13.5,-1.4554315624998166,0.0
0x652b,COIMBRES010DEL03,22,4.7,11.003008,76.97544,11.033008,77.00544,2022-03-26,1900-01-01 22:44:51,1900-01-01 22:59:25,Windy,Low,1,Buffet,scooter,1,1,3,14,14.566666666666666,-0.8985102495684854,0.0
0xa992,COIMBRES18DEL02,34,4.7,11.02091,76.940432,11.15091,77.070432,2022-03-10,1900-01-01 20:42:47,1900-01-01 20:54:39,Stormy,Jam,1,Drinks,motorcycle,1,1,0,25,11.866666666666667,1.880840071329319,3.0
0xde58,KNPRES09DEL02,35,4.6,26.473698,80.352677,26.553698,80.432677,2022-02-12,1900-01-01 17:32:47,1900-01-01 17:44:41,Stormy,Medium,0,Buffet,motorcycle,0,1,0,41,11.9,0.39901403869405805,1.0
0x6ae,RANCHIRES20DEL02,NaN,NaN,23.39925,85.390464,23.41925,85.410464,2022-03-09,Unknown,1900-01-01 10:00:36,Windy,Low,2,Buffet,scooter,0,1,0,14,9.25,-1.1935965653831455,0.0
0xc9c3,BHPRES15DEL01,23,4.8,23.234249,77.434007,23.274249,77.474007,2022-02-15,1900-01-01 12:11:49,1900-01-01 12:21:28,Fog,High,1,Snack,motorcycle,0,1,0,29,9.65,-0.6541928534899831,2.0
0x268a,RANCHIRES15DEL02,20,4.8,23.369746,85.33982,23.449746,85.41982,2022-03-27,1900-01-01 23:00:43,1900-01-01 23:19:58,Fog,Low,1,Drinks,scooter,1,1,0,22,19.25,0.4229184121137856,0.0
0x194d,BANGRES03DEL02,39,4.7,12.979166,77.640709,13.109166,77.770709,2022-03-10,1900-01-01 22:39:17,1900-01-01 22:49:47,Stormy,Low,1,Meal,scooter,1,1,0,29,10.5,1.868215516467319,0.0
0xb887,HYDRES04DEL03,38,4.8,17.411028,78.329645,17.471028,78.389645,2022-03-13,1900-01-01 21:40:41,1900-01-01 21:50:56,Fog,Jam,1,Meal,scooter,1,1,0,37,10.25,-0.08693342102596854,3.0
0xcb9a,KOCRES03DEL01,32,4.6,10.020683,76.310631,10.060683,76.350631,2022-02-15,1900-01-01 15:57:30,1900-01-01 16:04:57,Fog,Medium,0,Meal,motorcycle,2,1,0,31,7.45,-0.6188354188437645,1.0
0x7ae9,CHENRES13DEL02,22,4.8,13.027018,80.254791,13.047018,80.274791,2022-03-26,1900-01-01 10:20:34,1900-01-01 10:36:25,Sunny,Low,2,Buffet,scooter,1,1,3,17,15.85,-1.1784820248288148,0.0
0x2a28,JAPRES02DEL03,33,4.7,26.914142,75.805704,27.004142,75.895704,2022-03-25,1900-01-01 21:57:37,1900-01-01 22:03:07,Fog,Jam,1,Buffet,motorcycle,0,1,3,35,5.5,0.6613629150945689,3.0
0x5788,HYDRES17DEL02,31,4.9,17.451976,78.385883,17.501976,78.435883,2022-03-11,1900-01-01 17:48:34,1900-01-01 17:56:09,Sunny,Medium,0,Snack,motorcycle,1,1,0,28,7.583333333333333,-0.3613102326673207,1.0
0xae8d,VADRES010DEL01,27,4.8,22.310329,73.169083,22.420329,73.279083,2022-04-04,1900-01-01 19:34:18,1900-01-01 19:40:24,Sandstorms,Jam,1,Snack,scooter,1,1,0,17,6.1,1.2414591873431151,3.0
0xdc4e,AURGRES03DEL01,21,4.5,19.874733,75.353942,19.984733,75.463942,2022-02-12,1900-01-01 17:26:33,1900-01-01 17:39:18,Cloudy,Medium,0,Snack,motorcycle,0,1,0,40,12.75,1.2638434590983523,1.0
0x55b9,HYDRES03DEL01,28,5,17.422819,78.449578,17.432819,78.459578,2022-03-19,1900-01-01 10:36:52,1900-01-01 10:54:24,Sandstorms,Low,1,Snack,scooter,0,0,0,11,17.533333333333335,-1.4581764047717432,0.0
0x4850,MYSRES06DEL02,26,4.6,12.323994,76.626167,12.403994,76.706167,2022-04-02,1900-01-01 18:42:28,1900-01-01 18:50:16,Cloudy,Medium,2,Drinks,electric_scooter,0,1,3,25,7.8,0.4861855923535809,1.0
0x3bdc,JAPRES08DEL02,26,4.6,26.910262,75.783013,26.960262,75.833013,2022-04-01,1900-01-01 17:37:08,1900-01-01 17:50:02,Sandstorms,Medium,1,Snack,motorcycle,1,1,0,23,12.9,-0.40242534514637346,1.0
0x8ea3,INDORES05DEL03,29,4.8,22.727021,75.884167,22.787021,75.944167,2022-03-17,1900-01-01 17:52:07,1900-01-01 18:09:08,Stormy,Medium,2,Meal,motorcycle,0,1,0,22,17.016666666666666,-0.11238907296168475,1.0
0xc1ef,DEHRES06DEL01,25,5,30.361281,78.068022,30.371281,78.078022,2022-02-17,1900-01-01 08:49:48,1900-01-01 08:57:33,Sunny,Low,2,Buffet,scooter,1,1,0,16,7.75,-1.4701202925608285,0.0
0xa184,PUNERES16DEL02,24,4.6,18.536718,73.830327,18.586718,73.880327,2022-03-17,1900-01-01 23:48:14,1900-01-01 23:54:31,Windy,Low,2,Meal,motorcycle,0,1,3,14,6.283333333333333,-0.36523548252478344,0.0
0x525,MUMRES20DEL02,NaN,NaN,19.103249,72.846749,19.153249,72.896749,2022-03-19,Unknown,1900-01-01 17:25:48,NaN,NaN,3,Snack,electric_scooter,1,1,0,24,9.25,-0.36737093454299613,1.0
0x820f,JAPRES07DEL01,28,4.8,26.766536,75.837333,26.776536,75.847333,2022-03-17,1900-01-01 10:54:44,1900-01-01 11:07:41,Cloudy,Low,0,Buffet,motorcycle,1,1,3,24,12.95,-1.466266670510685,0.0
0xe05a,AURGRES14DEL03,39,4.2,19.875016,75.322405,19.965016,75.412405,2022-02-12,1900-01-01 19:53:05,1900-01-01 20:00:05,Cloudy,Jam,2,Buffet,electric_scooter,0,2,3,49,7.0,0.719134758043641,3.0
0xc311,KNPRES15DEL01,34,4.8,26.482419,80.320939,26.492419,80.330939,2022-02-15,1900-01-01 09:46:17,1900-01-01 09:50:59,Cloudy,Low,0,Buffet,motorcycle,1,1,0,29,4.7,-1.4659782792275515,0.0
0x52f3,CHENRES19DEL02,35,4.6,12.986047,80.218114,13.116047,80.348114,2022-04-06,1900-01-01 22:47:52,1900-01-01 22:52:39,Stormy,Low,0,Buffet,motorcycle,1,1,0,21,4.783333333333333,1.8681676882997573,0.0
0x903d,INDORES08DEL01,22,4.6,22.725748,75.898497,22.765747,75.938497,2022-04-01,1900-01-01 13:58:38,1900-01-01 14:10:23,Cloudy,High,2,Drinks,motorcycle,1,1,0,24,11.75,-0.6523790988315042,2.0
0x5b2b,HYDRES03DEL03,33,4.8,17.422819,78.449578,17.512819,78.539578,2022-03-31,1900-01-01 21:19:16,1900-01-01 21:23:19,Fog,Jam,2,Snack,electric_scooter,0,1,0,35,4.05,0.7356483626446001,3.0
0x823d,VADRES19DEL01,26,4.8,22.311844,73.165081,22.381844,73.235081,2022-03-31,1900-01-01 20:57:04,1900-01-01 21:07:07,Sunny,Jam,2,Buffet,scooter,1,1,0,19,10.05,0.16015633710327692,3.0
0x3c7b,MUMRES07DEL03,35,4.8,19.091458,72.827808,19.151458,72.887808,2022-03-07,1900-01-01 17:36:22,1900-01-01 17:44:36,Fog,Medium,1,Drinks,scooter,0,1,3,17,8.233333333333333,-0.09432677910497693,1.0
0x9d7b,JAPRES17DEL02,36,4.9,26.892312,75.806896,26.942312,75.856896,2022-04-03,1900-01-01 21:18:48,1900-01-01 21:32:14,Windy,Jam,2,Drinks,scooter,1,1,0,32,13.433333333333334,-0.40233343551729234,3.0
0x56e5,INDORES010DEL01,38,4.8,22.75004,75.902847,22.82004,75.972847,2022-03-10,1900-01-01 18:12:51,1900-01-01 18:17:07,Windy,Medium,0,Drinks,motorcycle,1,1,0,30,4.266666666666667,0.15744395738099445,1.0
0x5899,MYSRES19DEL01,37,5,12.334022,76.618203,12.344022,76.628203,2022-03-28,1900-01-01 10:41:39,1900-01-01 10:53:42,Stormy,Low,2,Drinks,scooter,1,1,0,20,12.05,-1.4550957434482577,0.0
0x3033,MUMRES12DEL01,33,4.2,19.207222,72.972281,19.277222,73.042281,2022-03-31,1900-01-01 21:31:56,1900-01-01 21:44:53,Sandstorms,Jam,0,Buffet,motorcycle,1,2,0,54,12.95,0.1780438452798271,3.0
0x7fd3,MYSRES13DEL02,38,4.9,12.310972,76.659264,12.390972,76.739264,2022-03-04,1900-01-01 17:36:03,1900-01-01 17:53:42,Fog,Medium,0,Meal,motorcycle,1,1,0,42,17.65,0.4862384647847836,1.0
0xcf91,KOLRES15DEL02,22,4.6,22.552672,88.352885,22.682672,88.482885,2022-02-12,1900-01-01 20:35:57,1900-01-01 20:43:34,Sunny,Jam,1,Meal,scooter,0,1,3,11,7.616666666666666,1.7792746967899038,3.0
0xaf40,JAPRES14DEL02,33,5,26.88842,75.800689,27.01842,75.930689,2022-03-18,1900-01-01 23:33:27,1900-01-01 23:48:11,Sunny,Low,2,Drinks,electric_scooter,1,1,0,16,14.733333333333333,1.7253495120665625,0.0
0xce0e,GOARES15DEL01,22,4.8,15.51315,73.78346,15.55315,73.82346,2022-02-13,1900-01-01 16:29:05,1900-01-01 16:32:35,Sandstorms,Medium,1,Snack,scooter,1,1,0,21,3.5,-0.6303461738965997,1.0
0xcb8,SURRES14DEL02,37,4.7,21.157729,72.768726,21.287729,72.898726,2022-03-02,1900-01-01 18:23:09,1900-01-01 18:31:03,Cloudy,Medium,0,Drinks,motorcycle,1,1,0,36,7.9,1.794911224429599,1.0
0x6671,CHENRES09DEL01,28,4.1,13.044694,80.26147,13.054694,80.27147,2022-03-28,1900-01-01 08:57:51,1900-01-01 09:10:30,Stormy,Low,0,Buffet,motorcycle,0,1,0,20,12.65,-1.4554658576808501,0.0
0xa0af,JAPRES04DEL02,35,4.8,26.902328,75.794257,27.032328,75.924257,2022-03-25,1900-01-01 19:00:30,1900-01-01 19:11:42,Windy,Medium,2,Drinks,scooter,1,1,0,24,11.2,1.7251641709121261,1.0
0x578c,MUMRES19DEL03,24,4.8,19.131141,72.813074,19.16114,72.843074,2022-03-26,1900-01-01 18:59:47,1900-01-01 19:02:00,Stormy,Medium,0,Meal,motorcycle,1,1,0,24,2.216666666666667,-0.9134523809145382,1.0
0x2dbe,MUMRES17DEL01,22,4.9,19.121999,72.908493,19.191999,72.978493,2022-04-06,1900-01-01 18:59:20,1900-01-01 19:02:29,Stormy,Medium,2,Buffet,electric_scooter,1,1,3,28,3.15,0.17850122444515143,1.0
0x687c,COIMBRES03DEL03,25,4.8,11.025083,77.015393,11.085083,77.075393,2022-03-26,1900-01-01 21:59:01,1900-01-01 22:00:57,Stormy,Jam,1,Meal,scooter,0,1,1,12,1.9333333333333333,-0.0646856193444899,3.0
0x3aac,BANGRES07DEL03,22,4.8,12.978453,77.643685,13.008453,77.673685,2022-03-07,1900-01-01 17:19:09,1900-01-01 17:30:49,Sunny,Medium,2,Meal,scooter,1,1,0,17,11.666666666666666,-0.9014352565889052,1.0
0x3476,COIMBRES14DEL03,33,4.8,11.003681,76.975525,11.093681,77.065525,2022-03-02,1900-01-01 20:21:04,1900-01-01 20:36:32,Stormy,Jam,1,Drinks,motorcycle,1,1,3,29,15.466666666666667,0.769215817270048,3.0
0x6195,BANGRES04DEL01,NaN,NaN,12.98041,77.640489,13.05041,77.710489,2022-03-12,1900-01-01 20:45:51,1900-01-01 20:52:24,Fog,Jam,1,Buffet,motorcycle,0,1,0,33,6.55,0.20648394672599893,3.0
0xa571,COIMBRES05DEL03,29,4.6,11.022169,76.999594,11.052169,77.029594,2022-03-05,1900-01-01 22:00:58,1900-01-01 22:05:18,Fog,Jam,2,Snack,scooter,0,1,0,26,4.333333333333333,-0.898536387537981,3.0
0xb964,SURRES07DEL01,37,4.1,21.170798,72.790489,21.180798,72.800489,2022-03-07,1900-01-01 11:04:19,1900-01-01 11:05:20,Stormy,Low,0,Drinks,motorcycle,0,1,0,33,1.0166666666666666,-1.4610623829616547,0.0
0xf6c,PUNERES18DEL01,28,5,18.593481,73.785901,18.703481,73.895901,2022-04-02,1900-01-01 21:40:14,1900-01-01 21:49:17,Sandstorms,Jam,1,Buffet,motorcycle,0,1,0,28,9.05,1.274693879054292,3.0
0x4a5a,INDORES11DEL03,38,4.6,22.751234,75.88949,22.811234,75.94949,2022-03-28,1900-01-01 18:12:59,1900-01-01 18:20:31,Fog,Medium,2,Drinks,scooter,1,1,0,16,7.533333333333333,-0.11251853294970823,1.0
0x3162,SURRES12DEL03,24,4.7,21.183434,72.814492,21.213434,72.844492,2022-03-28,1900-01-01 18:13:33,1900-01-01 18:18:44,Cloudy,Medium,2,Buffet,scooter,0,1,1,12,5.183333333333334,-0.9183717147751801,1.0
0xbea9,HYDRES18DEL02,33,4.8,17.450851,78.379347,17.500851,78.429347,2022-03-05,1900-01-01 17:27:29,1900-01-01 17:38:22,Windy,Medium,1,Drinks,motorcycle,0,1,0,27,10.883333333333333,-0.36130627423746287,1.0
0x5790,MUMRES18DEL02,22,4.7,19.1093,72.825451,19.1893,72.905451,2022-03-20,1900-01-01 23:10:05,1900-01-01 23:23:35,Sandstorms,Low,0,Drinks,motorcycle,1,1,0,21,13.5,0.4515393670987304,0.0
0xc9e7,AURGRES03DEL02,30,4.4,19.874733,75.353942,19.954733,75.433942,2022-02-18,1900-01-01 19:52:23,1900-01-01 19:57:57,Sandstorms,Jam,0,Drinks,motorcycle,1,1,0,38,5.566666666666666,0.44677151425677053,3.0
0x9066,PUNERES010DEL02,37,4.5,18.539299,73.897902,18.559299,73.917902,2022-04-01,1900-01-01 09:50:56,1900-01-01 10:06:49,Stormy,Low,1,Meal,scooter,0,1,0,27,15.883333333333333,-1.18553740416521,0.0
0xdd03,KNPRES010DEL01,21,4.8,26.47775,80.351569,26.58775,80.461569,2022-02-14,1900-01-01 18:23:04,1900-01-01 18:28:44,Cloudy,Medium,0,Buffet,motorcycle,2,1,0,42,5.666666666666667,1.1980956277288088,1.0
0x84a6,MUMRES08DEL01,39,4,19.065838,72.832658,19.105838,72.872658,2022-03-21,1900-01-01 12:22:04,1900-01-01 12:26:28,Windy,High,2,Meal,electric_scooter,1,1,3,34,4.4,-0.6402544686323609,2.0
0x51d0,CHENRES010DEL03,36,4.2,13.066762,80.251865,13.096762,80.281865,2022-04-03,1900-01-01 21:23:01,1900-01-01 21:37:52,Fog,Jam,1,Snack,motorcycle,1,1,0,35,14.85,-0.9015768020404225,3.0
0x57fb,COIMBRES12DEL02,35,4.5,11.000762,76.981876,11.080762,77.061876,2022-03-16,1900-01-01 00:00:37,1900-01-01 00:15:33,Sandstorms,Low,2,Buffet,motorcycle,1,1,0,20,14.933333333333334,0.49128336530083644,0.0
0xd7ce,KOCRES01DEL03,37,4.2,9.979363,76.285001,10.039363,76.345001,2022-02-17,1900-01-01 23:04:24,1900-01-01 23:15:01,Windy,Low,0,Buffet,motorcycle,0,1,0,34,10.616666666666667,-0.06195719248190188,0.0
0xc2c6,LUDHRES06DEL03,39,3.7,30.895204,75.822103,31.035204,75.962103,2022-02-16,1900-01-01 21:05:15,1900-01-01 21:06:11,Sandstorms,Jam,2,Meal,electric_scooter,1,1,0,34,0.9333333333333333,1.9305044204225656,3.0
0x9d8e,VADRES19DEL02,24,4.7,22.311844,73.165081,22.391844,73.245081,2022-04-04,1900-01-01 23:59:20,1900-01-01 00:04:20,Sandstorms,Low,1,Snack,scooter,1,1,0,11,-1435.0,0.4304915821680138,0.0
0x24f6,SURRES13DEL02,27,4.8,21.170096,72.789122,21.300096,72.919122,2022-03-12,1900-01-01 17:45:21,1900-01-01 17:47:30,Cloudy,Medium,0,Buffet,motorcycle,1,1,0,31,2.15,1.7947764190380573,1.0
0xcadd,KOCRES15DEL02,28,3.2,10.027364,76.308258,10.157364,76.438258,2022-02-16,1900-01-01 22:36:28,1900-01-01 22:51:16,Sunny,Low,2,Meal,motorcycle,2,1,0,41,14.8,1.8864862322618452,0.0
0x22dc,JAPRES010DEL03,31,4.7,26.921411,75.793604,27.011411,75.883604,2022-03-29,1900-01-01 21:23:03,1900-01-01 21:31:21,Sunny,Jam,2,Buffet,scooter,1,1,0,23,8.3,0.6612958476972256,3.0
0x8848,HYDRES01DEL02,33,4.7,17.410371,78.437225,17.430371,78.457225,2022-03-11,1900-01-01 10:50:00,1900-01-01 10:52:04,Windy,Low,1,Drinks,scooter,0,1,3,29,2.066666666666667,-1.1839062162087242,0.0
0x44db,VADRES20DEL03,35,4.9,22.311358,73.164798,22.341358,73.194798,2022-03-09,1900-01-01 20:43:33,1900-01-01 20:55:58,Sandstorms,Jam,1,Buffet,motorcycle,1,1,0,27,12.416666666666666,-0.9212711791131203,3.0
0xbcda,MYSRES02DEL03,37,4.1,12.304569,76.643622,12.334569,76.673622,2022-03-26,1900-01-01 17:59:54,1900-01-01 18:14:28,Windy,Medium,1,Snack,motorcycle,1,1,0,34,14.566666666666666,-0.9003853992848254,1.0
0x758d,PUNERES15DEL02,33,4.8,18.636215,73.751081,18.656215,73.771081,2022-04-01,1900-01-01 08:30:19,1900-01-01 08:37:58,Cloudy,Low,0,Meal,motorcycle,0,1,0,25,7.65,-1.1856817891963063,0.0
0x15bc,MUMRES07DEL03,25,5,19.091458,72.827808,19.151458,72.887808,2022-03-19,1900-01-01 19:57:46,1900-01-01 20:01:32,Windy,Jam,1,Meal,scooter,1,1,3,29,3.7666666666666666,-0.09432677910497693,3.0
0x96b1,BANGRES19DEL02,21,4.8,12.914264,77.6784,13.044264,77.8084,2022-04-04,1900-01-01 18:33:28,1900-01-01 18:36:47,Sunny,Medium,2,Meal,motorcycle,1,1,3,11,3.316666666666667,1.8686654474823057,1.0
0x68ab,SURRES14DEL01,32,4.9,21.157729,72.768726,21.167729,72.778726,2022-03-13,1900-01-01 10:42:52,1900-01-01 10:56:08,Fog,Low,2,Buffet,scooter,1,1,0,16,13.266666666666667,-1.4610514517827446,0.0
0x75d1,INDORES06DEL01,38,4.5,22.728163,75.884212,22.798163,75.954212,2022-03-14,1900-01-01 22:29:00,1900-01-01 22:30:57,Windy,Low,1,Snack,motorcycle,1,1,0,18,1.95,0.15758044807344518,0.0
0x22a8,JAPRES18DEL02,34,4.4,26.913987,75.752891,27.043987,75.882891,2022-03-25,1900-01-01 20:11:23,1900-01-01 20:28:07,Stormy,Jam,2,Snack,scooter,1,1,0,32,16.733333333333334,1.7250087419098898,3.0
0xb23f,RANCHIRES17DEL02,29,4.1,23.374878,85.335739,23.394878,85.355739,2022-03-21,1900-01-01 09:52:10,1900-01-01 09:55:17,Sandstorms,Low,0,Drinks,motorcycle,1,1,0,28,3.1166666666666667,-1.1935521069967088,0.0
0x918e,INDORES18DEL01,24,4.6,22.753839,75.897429,22.863838,76.007429,2022-03-14,1900-01-01 21:24:23,1900-01-01 21:31:21,Sandstorms,Jam,0,Drinks,motorcycle,1,1,0,31,6.966666666666667,1.23712719069756,3.0
0x62b4,MYSRES11DEL01,24,4.2,12.323225,76.630028,12.333225,76.640028,2022-03-05,1900-01-01 09:49:18,1900-01-01 09:58:04,Windy,Low,0,Meal,motorcycle,0,1,0,26,8.766666666666667,-1.45509027382001,0.0
0x8dbe,COIMBRES06DEL01,37,4.6,11.021278,76.995017,11.131278,77.105017,2022-03-02,1900-01-01 20:49:41,1900-01-01 20:57:59,Sunny,Jam,2,Buffet,motorcycle,1,1,0,26,8.3,1.3249999307080655,3.0
0x6835,MYSRES15DEL01,23,4.8,12.352058,76.60665,12.392058,76.64665,2022-04-05,1900-01-01 12:32:19,1900-01-01 12:47:57,Fog,High,2,Snack,motorcycle,1,1,0,30,15.633333333333333,-0.6231416198830749,2.0
0x9833,MYSRES09DEL01,35,4.8,12.323194,76.630583,12.393194,76.700583,2022-03-27,1900-01-01 23:41:48,1900-01-01 23:52:18,Windy,Low,0,Drinks,motorcycle,1,1,0,28,10.5,0.2088785083589636,0.0
0x8564,VADRES13DEL02,21,4.5,22.310237,73.158921,22.330237,73.178921,2022-03-19,1900-01-01 12:02:32,1900-01-01 12:18:51,Fog,High,1,Snack,scooter,0,1,0,29,16.316666666666666,-1.1916487724046942,2.0
0x137d,JAPRES08DEL01,38,4.7,26.910262,75.783013,26.950262,75.823013,2022-03-09,1900-01-01 15:21:04,1900-01-01 15:27:42,Sunny,Medium,0,Drinks,motorcycle,1,1,0,26,6.633333333333334,-0.6684070085071648,1.0
0x7185,JAPRES08DEL02,22,4.6,26.910262,75.783013,26.990262,75.863013,2022-04-02,1900-01-01 22:58:42,1900-01-01 23:05:03,Fog,Low,2,Meal,motorcycle,1,1,0,29,6.35,0.3954580928550796,0.0
0xc23f,GOARES01DEL01,35,3.7,15.576683,73.75575,15.686683,73.86575,2022-02-16,1900-01-01 00:03:24,1900-01-01 00:14:00,Fog,Low,1,Meal,motorcycle,1,1,0,36,10.6,1.2976253655260657,0.0
0xd205,GOARES08DEL03,33,4.7,15.556561,73.763633,15.616561,73.823633,2022-02-15,1900-01-01 21:21:12,1900-01-01 21:25:48,Windy,Jam,0,Drinks,motorcycle,0,1,0,33,4.6,-0.0795036682100857,3.0
0xb28d,BANGRES03DEL01,34,4.7,12.979166,77.640709,13.049166,77.710709,2022-03-20,1900-01-01 22:45:09,1900-01-01 22:51:40,Sandstorms,Low,0,Drinks,motorcycle,0,1,3,23,6.516666666666667,0.20648859145776596,0.0
0x6d39,MUMRES18DEL01,35,4.9,19.1093,72.825451,19.2193,72.935451,2022-03-04,1900-01-01 22:36:16,1900-01-01 22:52:43,Stormy,Low,2,Buffet,motorcycle,1,1,3,19,16.45,1.2704037834735054,0.0
0x2e6f,BANGRES15DEL01,33,4.7,12.975377,77.696664,13.085377,77.806664,2022-03-31,1900-01-01 19:56:40,1900-01-01 20:02:15,Sandstorms,Jam,2,Meal,scooter,1,1,0,26,5.583333333333333,1.3143502529943656,3.0
0x5bec,PUNERES05DEL01,23,4.9,18.543626,73.905101,18.653626,74.015101,2022-03-23,1900-01-01 19:04:21,1900-01-01 19:08:13,Fog,Medium,1,Buffet,scooter,1,1,0,30,3.8666666666666667,1.2751028999862986,1.0
0x5250,BANGRES06DEL03,38,5,12.979096,77.640625,13.039096,77.700625,2022-03-03,1900-01-01 22:27:05,1900-01-01 22:41:19,Fog,Low,0,Buffet,motorcycle,0,1,0,28,14.233333333333333,-0.07048441821884756,0.0
0xafc9,MYSRES15DEL01,20,5,12.352058,76.60665,12.422058,76.67665,2022-03-10,1900-01-01 21:47:15,1900-01-01 22:04:05,Sunny,Jam,0,Drinks,motorcycle,0,1,0,25,16.833333333333332,0.2087758422312385,3.0
0xbab8,COIMBRES12DEL02,21,4.6,11.000762,76.981876,11.050762,77.031876,2022-03-30,1900-01-01 22:22:54,1900-01-01 22:25:19,Fog,Low,0,Buffet,motorcycle,0,1,0,24,2.4166666666666665,-0.3425772911890054,0.0
0xd375,AURGRES04DEL01,23,4.7,19.876106,75.340775,19.986106,75.450775,2022-02-12,1900-01-01 20:13:23,1900-01-01 20:15:07,Fog,Jam,0,Drinks,motorcycle,1,1,0,38,1.7333333333333334,1.2638314845683039,3.0
0x839d,CHENRES09DEL02,36,4.7,13.044694,80.26147,13.094694,80.31147,2022-03-01,1900-01-01 00:01:30,1900-01-01 00:07:09,Fog,Low,0,Buffet,motorcycle,1,1,0,28,5.65,-0.34763826381977747,0.0
0xc206,KOLRES14DEL01,34,4.6,22.552996,88.35231,22.592996,88.39231,2022-02-17,1900-01-01 16:35:19,1900-01-01 16:40:43,Sunny,Medium,0,Meal,motorcycle,1,1,0,26,5.4,-0.6517513685839862,1.0
