ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x4516 ,BANGRES01DEL02 ,38,5,12.933284,77.615428,12.953284,77.635428,03-04-2022,10:37:39,10:47:24,conditions Sunny,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,29
0x9674 ,PUNERES07DEL02 ,33,4.3,18.546947,73.900626,18.676947,74.030626,08-03-2022,19:24:49,19:30:47,conditions Stormy,Jam ,2,Drinks ,scooter ,1,No ,Urban ,40
0xc81a ,GOARES010DEL01 ,34,4.7,15.546594,73.760431,15.586594,73.800431,17-02-2022,14:50:56,14:58:38,conditions Cloudy,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,32
0x77bb ,PUNERES01DEL02 ,29,2.5,18.569156,73.774723,18.699156,73.904723,20-03-2022,22:26:15,22:37:57,conditions Sunny,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,44
0xa2f2 ,HYDRES16DEL03 ,37,4.3,17.440827,78.393391,17.530827,78.483391,12-03-2022,22:18:00,22:31:08,conditions Cloudy,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,35
0x330f ,SURRES05DEL01 ,20,4.9,21.175104,72.804342,21.285104,72.914342,12-03-2022,18:15:52,18:29:24,conditions Windy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,30
0x4873 ,MUMRES12DEL01 ,20,5,19.207222,72.972281,19.247222,73.012281,19-03-2022,12:33:34,12:47:45,conditions Fog,High ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,29
0x9800 ,MUMRES01DEL03 ,37,4.7,19.12663,72.829976,19.18663,72.889976,15-03-2022,23:34:29,23:46:47,conditions Cloudy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,16
0x59e9 ,PUNERES20DEL01 ,22,5,18.592718,73.773572,18.602718,73.783572,28-03-2022,8:41:02,8:57:29,conditions Cloudy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,17
0xc59a ,LUDHRES12DEL03 ,26,4.6,30.893244,75.821817,30.983244,75.911817,14-02-2022,17:38:05,17:49:24,conditions Sunny,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,29
0xe1c6 ,GOARES15DEL01 ,32,4.4,15.51315,73.78346,15.58315,73.853459,14-02-2022,21:51:08,21:59:57,conditions Cloudy,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,43
0x3926 ,JAPRES09DEL02 ,23,4.6,26.911378,75.789034,27.041378,75.919034,31-03-2022,0:00:32,0:13:30,conditions Windy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,19
0x2a6a ,MUMRES02DEL02 ,23,4.6,19.221315,72.862381,19.241315,72.882381,11-03-2022,10:19:21,10:34:22,conditions Cloudy,Low ,2,Meal ,electric_scooter ,1,No ,Urban ,10
0xdeab ,LUDHRES14DEL03 ,26,4.4,30.892978,75.821847,30.982978,75.911847,16-02-2022,21:10:36,21:26:31,conditions Fog,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,31
0x20c3 ,MYSRES04DEL02 ,27,4.5,12.3085,76.665808,12.3885,76.745808,23-03-2022,19:59:45,20:05:11,conditions Windy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,25
0x9dd7 ,COIMBRES07DEL02 ,33,4.4,10.96185,76.971082,11.04185,77.051082,02-04-2022,18:36:01,18:49:52,conditions Sunny,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,38
0xde4 ,BANGRES07DEL03 ,NaN ,NaN ,12.978453,77.643685,13.038453,77.703685,26-03-2022,,23:36:35,conditions Sunny,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,17
0x6b6d ,RANCHIRES11DEL01 ,39,4,23.359194,85.325447,23.369194,85.335447,19-03-2022,8:38:38,8:41:20,conditions Stormy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,21
0xa347 ,HYDRES15DEL02 ,29,4.5,17.45971,78.368855,17.53971,78.448855,25-03-2022,20:12:30,20:28:43,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,30
0x3593 ,MUMRES18DEL01 ,20,4.6,19.1093,72.825451,19.1193,72.835451,11-03-2022,9:15:14,9:23:45,conditions Sandstorms,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,16
0x1ae3 ,VADRES13DEL02 ,25,4.8,22.310237,73.158921,22.440237,73.288921,04-03-2022,19:35:30,19:41:03,conditions Sunny,Jam ,1,Snack ,motorcycle ,0,No ,Urban ,11
0x823c ,MUMRES02DEL01 ,20,5,19.221315,72.862381,19.261315,72.902381,17-03-2022,14:53:06,15:03:08,conditions Cloudy,High ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,22
0x28df ,JAPRES02DEL03 ,23,4.8,26.914142,75.805704,26.974142,75.865704,24-03-2022,23:14:14,23:18:22,conditions Sandstorms,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,11
0xb551 ,JAPRES12DEL02 ,24,4.6,26.902908,75.792934,26.922908,75.812934,24-03-2022,8:24:36,8:29:38,conditions Fog,Low ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,15
0x125d ,MYSRES11DEL03 ,25,4.8,12.323225,76.630028,12.353225,76.660028,15-03-2022,18:32:32,18:42:15,conditions Stormy,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,15
0xd2e1 ,KOLRES14DEL03 ,37,4.8,22.552996,88.35231,22.612996,88.41231,13-02-2022,18:31:18,18:39:10,conditions Sandstorms,Medium ,2,Snack ,motorcycle ,1,No ,Metropolitian ,26
0xb82a ,MUMRES12DEL01 ,39,4,19.207222,72.972281,19.317222,73.082281,14-03-2022,22:28:24,22:43:11,conditions Fog,Low ,0,Meal ,motorcycle ,2,No ,Metropolitian ,38
0x23ff ,SURRES20DEL01 ,33,4.6,21.15276,72.778059,21.19276,72.818059,01-04-2022,17:03:44,17:06:48,conditions Fog,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,29
0x9c4a ,COIMBRES05DEL01 ,25,4.6,11.022169,76.999594,11.032169,77.009594,03-03-2022,9:37:20,9:52:48,conditions Fog,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,14
0x8abb ,BANGRES06DEL02 ,32,4.8,12.979096,77.640625,12.999096,77.660625,07-03-2022,9:04:13,9:17:35,conditions Cloudy,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,19
0x6278 ,RANCHIRES01DEL02 ,37,4.8,23.416792,85.316842,23.436792,85.336842,30-03-2022,8:22:45,8:32:57,conditions Sunny,Low ,2,Buffet ,motorcycle ,0,No ,Urban ,10
0xc686 ,KOLRES12DEL02 ,31,4.5,22.551084,88.354127,22.571084,88.374127,13-02-2022,9:21:11,9:38:46,conditions Fog,Low ,1,Buffet ,scooter ,0,No ,Metropolitian ,16
0xaed3 ,COIMBRES08DEL03 ,32,4.9,11.001852,76.976268,11.061852,77.036268,15-03-2022,18:00:38,18:18:22,conditions Sandstorms,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,31
0xdedf ,KOCRES11DEL01 ,29,5,10.006881,76.345397,10.016881,76.355397,17-02-2022,9:17:15,9:22:52,conditions Fog,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,17
0xd027 ,GOARES13DEL02 ,30,4.9,15.506205,73.766668,15.556205,73.816668,15-02-2022,22:28:25,22:37:09,conditions Sunny,Low ,2,Snack ,scooter ,0,No ,Urban ,13
0x408f ,SURRES19DEL01 ,26,4.7,21.149669,72.772629,21.219669,72.842629,25-03-2022,21:41:05,21:55:59,conditions Sunny,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,24
0xaa14 ,SURRES05DEL03 ,20,4.9,21.175104,72.804342,21.235104,72.864342,15-03-2022,17:44:20,17:50:35,conditions Sunny,Medium ,2,Meal ,electric_scooter ,0,No ,Urban ,10
0x2b17 ,HYDRES17DEL01 ,29,4.7,17.451976,78.385883,17.461976,78.395883,26-03-2022,9:43:17,9:45:41,conditions Sunny,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,14
0xe0f4 ,KOLRES04DEL03 ,28,4.7,22.538731,88.364878,22.568731,88.394878,17-02-2022,22:42:10,22:59:30,conditions Sandstorms,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,14
0x1dd4 ,HYDRES16DEL02 ,30,4.9,17.440827,78.393391,17.460827,78.413391,05-03-2022,10:02:31,10:17:29,conditions Cloudy,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,20
0x7a10 ,HYDRES20DEL01 ,30,4.7,17.483216,78.552111,17.523216,78.592111,28-03-2022,13:59:24,14:03:32,conditions Sunny,High ,2,Drinks ,scooter ,0,No ,Metropolitian ,21
0x6934 ,HYDRES15DEL03 ,28,4,17.45971,78.368855,17.51971,78.428855,05-04-2022,23:04:29,23:08:42,conditions Windy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,20
0x116a ,JAPRES13DEL02 ,NaN ,NaN ,26.846156,75.8023,26.976156,75.9323,14-03-2022,,23:51:04,conditions Windy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,25
0x8730 ,JAPRES09DEL03 ,29,4.8,26.911378,75.789034,27.001378,75.879034,16-03-2022,17:16:25,17:23:36,conditions Stormy,Medium ,1,Meal ,scooter ,1,No ,Urban ,26
0x334f ,HYDRES06DEL02 ,25,4.9,17.455894,78.375467,17.585894,78.505467,18-03-2022,21:47:44,21:53:46,conditions Stormy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,25
0xa67b ,MYSRES08DEL01 ,24,4.7,12.297954,76.665169,12.307954,76.675169,07-03-2022,11:11:40,11:25:00,conditions Cloudy,High ,2,Drinks ,scooter ,1,No ,Metropolitian ,32
0x7a38 ,CHENRES14DEL03 ,33,4.7,13.026279,80.174568,13.116279,80.264568,27-03-2022,20:20:05,20:24:37,conditions Stormy,Jam ,2,Meal ,motorcycle ,1,No ,Metropolitian ,29
0xd547 ,LUDHRES03DEL03 ,39,4.8,30.88722,75.804893,30.94722,75.864893,11-02-2022,22:14:14,22:24:20,conditions Windy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,20
0x18a5 ,JAPRES11DEL03 ,21,4.5,26.90294,75.793007,26.99294,75.883007,02-04-2022,23:17:28,23:23:53,conditions Sandstorms,Low ,2,Buffet ,scooter ,0,No ,NaN ,11
0x5703 ,SURRES20DEL02 ,24,4.6,21.15276,72.778059,21.17276,72.798059,21-03-2022,10:51:40,10:55:24,conditions Cloudy,Low ,1,Snack ,scooter ,1,No ,Urban ,13
0x837 ,SURRES12DEL03 ,NaN ,NaN ,21.183434,72.814492,21.273434,72.904492,14-03-2022,,22:31:29,conditions Windy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,24
0x8139 ,PUNERES20DEL01 ,35,4.7,18.592718,73.773572,18.662718,73.843572,12-03-2022,22:25:47,22:35:51,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,21
0x2553 ,JAPRES16DEL02 ,39,4.6,26.849596,75.800512,26.979596,75.930512,08-03-2022,18:05:12,18:16:47,conditions Sandstorms,Medium ,1,Meal ,scooter ,0,No ,Metropolitian ,27
0x71a1 ,BANGRES18DEL01 ,22,4.6,12.913041,77.683237,12.953041,77.723237,01-03-2022,13:04:58,13:17:59,conditions Cloudy,High ,0,Buffet ,motorcycle ,1,No ,Urban ,24
0x4586 ,CHENRES14DEL02 ,33,4.3,13.026279,80.174568,13.076279,80.224568,05-03-2022,19:23:29,19:35:03,conditions Fog,Jam ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,37
0x2a92 ,SURRES13DEL01 ,29,4.4,21.170096,72.789122,21.210096,72.829122,01-04-2022,12:20:01,12:22:45,conditions Sunny,High ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,43
0x6f7 ,PUNERES11DEL02 ,NaN ,NaN ,18.533811,73.899315,18.663811,74.029315,25-03-2022,,20:13:29,conditions Windy,Jam ,1,Meal ,motorcycle ,1,No ,NaN ,18
0x43bf ,COIMBRES06DEL01 ,22,4.7,11.021278,76.995017,11.061278,77.035017,30-03-2022,15:49:44,15:53:57,conditions Sunny,Medium ,2,Meal ,motorcycle ,0,No ,Urban ,14
0x97c6 ,MYSRES17DEL01 ,22,4.7,12.326356,76.619103,12.366356,76.659103,24-03-2022,12:14:52,12:22:49,conditions Fog,High ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,20
0xcee8 ,AGRRES12DEL02 ,24,4.8,27.165108,78.015053,27.295108,78.145053,12-02-2022,21:29:23,21:38:00,conditions Fog,Jam ,0,Drinks ,motorcycle ,1,No ,Urban ,47
0xd333 ,DEHRES13DEL03 ,21,4.4,30.366322,78.070453,30.456322,78.160453,12-02-2022,17:18:50,17:22:34,conditions Windy,Medium ,0,Buffet ,motorcycle ,1,No ,Urban ,34
0xdc1 ,SURRES010DEL02 ,NaN ,NaN ,21.17106,72.789292,21.30106,72.919292,20-03-2022,,21:00:47,conditions NaN,NaN ,3,Buffet ,motorcycle ,0,No ,Metropolitian ,33
0x9d78 ,COIMBRES20DEL03 ,20,4.7,10.994136,76.963303,11.084136,77.053303,12-03-2022,17:43:04,17:56:42,conditions Sunny,Medium ,1,Snack ,scooter ,NaN ,No ,NaN ,12
0x7971 ,SURRES11DEL03 ,35,4.9,21.157735,72.768778,21.247735,72.858778,06-04-2022,23:18:53,23:32:56,conditions Stormy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,22
0xa0a1 ,MYSRES04DEL02 ,33,4.1,12.3085,76.665808,12.3285,76.685808,28-03-2022,9:24:18,9:30:20,conditions Windy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,34
0xbb53 ,MYSRES05DEL01 ,36,4.6,12.323978,76.627961,12.363978,76.667961,03-04-2022,14:42:15,14:45:07,conditions Sandstorms,High ,1,Meal ,motorcycle ,1,No ,Metropolitian ,29
0x6219 ,RANCHIRES010DEL02 ,31,5,23.354422,85.3329,23.484422,85.4629,27-03-2022,18:46:45,19:00:22,conditions Cloudy,Medium ,0,Meal ,motorcycle ,3,No ,Semi-Urban ,46
0x92b3 ,CHENRES14DEL02 ,37,4.7,13.026279,80.174568,13.076279,80.224568,03-03-2022,20:55:58,21:10:20,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,30
0x5de1 ,SURRES04DEL03 ,36,4.9,21.173493,72.801953,21.233493,72.861953,05-04-2022,17:30:23,17:31:17,conditions Cloudy,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,16
0x94aa ,VADRES010DEL02 ,27,4.6,22.310329,73.169083,22.390329,73.249083,23-03-2022,19:01:56,19:13:56,conditions Cloudy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,30
0xf5c ,MYSRES04DEL02 ,30,5,12.3085,76.665808,12.3285,76.685808,07-03-2022,11:21:21,11:28:32,conditions Stormy,High ,2,Drinks ,scooter ,1,No ,Metropolitian ,32
0x21ac ,CHENRES15DEL01 ,21,4.6,13.026286,80.275235,13.136286,80.385235,06-03-2022,17:22:01,17:31:06,conditions Sandstorms,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,25
0xa6ed ,COIMBRES01DEL03 ,23,4.9,11.016298,76.972076,11.106298,77.062076,10-03-2022,21:20:09,21:24:53,conditions Windy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,37
0x514d ,JAPRES08DEL01 ,29,4.2,26.910262,75.783013,26.920262,75.793013,24-03-2022,11:51:47,12:02:37,conditions Cloudy,High ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,31
0x8d85 ,RANCHIRES16DEL02 ,38,4.6,23.371292,85.327872,23.501292,85.457872,23-03-2022,17:30:13,17:39:37,conditions Sandstorms,Medium ,1,Snack ,scooter ,0,No ,Urban ,22
0xb868 ,COIMBRES20DEL03 ,29,4.5,10.994136,76.963303,11.054136,77.023303,15-03-2022,17:31:58,17:43:05,conditions Fog,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,27
0x720c ,INDORES05DEL02 ,25,4.1,22.727021,75.884167,22.747021,75.904167,28-03-2022,10:25:12,10:30:37,conditions Stormy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,28
0x3e46 ,SURRES09DEL02 ,39,3.5,21.175975,72.795503,21.255975,72.875503,02-04-2022,19:03:54,19:10:15,conditions Stormy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,38
0x4e40 ,INDORES09DEL03 ,30,4.8,22.725835,75.887648,22.755835,75.917648,07-03-2022,20:33:33,20:41:34,conditions Sandstorms,Jam ,1,Buffet ,scooter ,0,No ,Metropolitian ,28
0x4a62 ,HYDRES13DEL01 ,39,5,17.431477,78.40035,17.441477,78.41035,30-03-2022,11:02:45,11:10:15,conditions Sunny,Low ,1,Drinks ,scooter ,0,No ,NaN ,15
0x2ca8 ,JAPRES18DEL01 ,25,4.9,26.913987,75.752891,26.953987,75.792891,17-03-2022,12:35:45,12:52:11,conditions Fog,High ,0,Buffet ,motorcycle ,1,No ,Urban ,28
0x1d26 ,COIMBRES03DEL02 ,23,4.9,11.025083,77.015393,11.075083,77.065393,05-03-2022,18:36:46,18:52:28,conditions Windy,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,21
0x8cf ,HYDRES02DEL01 ,31,4.7,17.41233,78.449654,17.48233,78.519654,12-03-2022,17:45:12,17:54:27,conditions Fog,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,39
0x843a ,CHENRES11DEL03 ,32,4.7,13.064181,80.236442,13.124181,80.296442,11-03-2022,21:15:56,21:33:21,conditions Stormy,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,27
0xc44d ,AURGRES15DEL02 ,32,4.5,19.878028,75.317475,19.928028,75.367475,17-02-2022,21:47:22,21:56:46,conditions Sunny,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,20
0x4d1d ,BANGRES16DEL02 ,29,4.8,13.029198,77.570997,13.109198,77.650997,25-03-2022,19:23:29,19:39:27,conditions Stormy,Jam ,2,Meal ,scooter ,0,No ,Urban ,27
0x9c64 ,HYDRES02DEL02 ,34,5,17.41233,78.449654,17.46233,78.499654,01-03-2022,19:13:04,19:17:16,conditions Sunny,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,25
0xcd0 ,INDORES010DEL03 ,15,1,22.75004,75.902847,22.81004,75.962847,03-04-2022,,20:32:08,conditions NaN,NaN ,3,Snack ,scooter ,1,No ,Metropolitian ,29
0x39a2 ,JAPRES19DEL02 ,36,4.6,26.913726,75.75282,26.993726,75.83282,02-03-2022,20:53:23,20:56:24,conditions Cloudy,Jam ,2,Drinks ,motorcycle ,2,No ,Urban ,37
0xab3a ,MYSRES01DEL03 ,37,4.9,12.311072,76.654878,12.341072,76.684878,05-03-2022,17:23:12,17:34:45,conditions Fog,Medium ,1,Drinks ,motorcycle ,0,No ,Urban ,19
0xc05a ,LUDHRES16DEL01 ,30,4.8,30.895817,75.813112,31.005817,75.923112,18-02-2022,23:58:14,0:04:31,conditions Stormy,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,19
0xb47f ,JAPRES12DEL03 ,22,4.7,26.902908,75.792934,27.042908,75.932934,02-04-2022,23:03:18,23:18:33,conditions Sandstorms,Low ,2,Buffet ,scooter ,1,No ,Metropolitian ,15
0xb040 ,BANGRES11DEL02 ,27,4.7,12.934365,77.616155,12.984365,77.666155,17-03-2022,18:41:23,18:50:01,conditions Sunny,Medium ,1,Buffet ,scooter ,0,No ,NaN ,13
0xd677 ,DEHRES09DEL03 ,27,4.3,30.332735,78.054222,30.392735,78.114222,17-02-2022,22:55:18,22:57:16,conditions Stormy,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,16
0x6f17 ,CHENRES02DEL03 ,26,4.5,13.086438,80.220672,13.146439,80.280672,01-03-2022,18:16:43,18:27:59,conditions Stormy,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,28
0x78d2 ,SURRES18DEL02 ,23,4.5,21.149834,72.778666,21.229834,72.858666,12-03-2022,17:39:17,17:43:42,conditions Sunny,Medium ,2,Buffet ,scooter ,1,No ,Urban ,19
0x519b ,MUMRES06DEL01 ,24,4.6,19.055831,72.833984,19.095831,72.873984,30-03-2022,14:37:49,14:42:29,conditions Sunny,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,13
0x23e3 ,MUMRES01DEL01 ,31,4.1,19.12663,72.829976,19.23663,72.939976,12-03-2022,21:20:30,21:24:47,conditions Fog,Jam ,2,Snack ,electric_scooter ,2,No ,Metropolitian ,43
0x54c1 ,PUNERES14DEL03 ,28,4.6,18.516216,73.842527,18.546216,73.872527,11-03-2022,23:30:29,23:36:03,conditions Sandstorms,Low ,1,Buffet ,motorcycle ,NaN ,NaN ,Urban ,12
0x9ff0 ,SURRES010DEL03 ,27,4.9,21.17106,72.789292,21.23106,72.849292,30-03-2022,18:43:06,18:49:06,conditions Sunny,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,18
0x81a8 ,MYSRES16DEL03 ,31,4.7,12.316967,76.603067,12.376967,76.663067,03-03-2022,22:01:17,22:18:28,conditions Windy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,29
0xd5af ,KOCRES19DEL02 ,27,5,9.960846,76.293936,10.010846,76.343936,15-02-2022,19:41:16,19:46:17,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,27
0x318c ,SURRES05DEL01 ,28,4.1,21.175104,72.804342,21.285104,72.914342,08-03-2022,21:20:02,21:22:07,conditions Cloudy,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,34
0x127a ,CHENRES12DEL02 ,28,4.7,12.972793,80.249982,13.102793,80.379982,18-03-2022,23:17:56,23:20:22,conditions Stormy,Low ,2,Drinks ,electric_scooter ,1,No ,Urban ,14
0x2f0d ,VADRES06DEL02 ,37,4.6,22.31279,73.170283,22.33279,73.190283,11-03-2022,9:50:13,9:56:48,conditions Cloudy,Low ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,15
0x9cb7 ,PUNERES15DEL03 ,34,4.8,18.636215,73.751081,18.666215,73.781081,01-03-2022,17:26:08,17:43:35,conditions Stormy,Medium ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,33
0x1308 ,HYDRES12DEL02 ,27,4.9,17.429585,78.392621,17.479585,78.442621,30-03-2022,0:00:34,0:11:49,conditions Cloudy,Low ,2,Buffet ,scooter ,1,No ,Metropolitian ,19
0x8ef8 ,INDORES20DEL02 ,28,4.8,22.732225,75.874765,22.752225,75.894765,11-03-2022,8:53:34,9:06:57,conditions Stormy,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,16
0x3136 ,SURRES03DEL01 ,34,4.2,21.186884,72.793616,21.196884,72.803616,13-03-2022,8:30:06,8:43:54,conditions Windy,Low ,0,Meal ,motorcycle ,1,No ,Urban ,34
0x6acf ,RANCHIRES20DEL01 ,23,4.7,23.39925,85.390464,23.46925,85.460464,02-03-2022,19:02:56,19:17:37,conditions Stormy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,29
0x2869 ,BANGRES13DEL01 ,21,4.7,12.935662,77.61413,13.005662,77.68413,27-03-2022,21:38:58,21:48:34,conditions Sunny,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,33
0x884a ,BANGRES04DEL03 ,21,4.8,12.98041,77.640489,13.07041,77.730489,27-03-2022,23:17:11,23:31:49,conditions Stormy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,17
0xa4bc ,PUNERES19DEL01 ,27,4.5,18.563934,73.915367,18.673935,74.025367,04-04-2022,22:14:11,22:26:19,conditions Stormy,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,19
0x5d46 ,MYSRES08DEL01 ,20,4.7,12.297954,76.665169,12.407954,76.775169,20-03-2022,22:28:27,22:34:52,conditions Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,22
0xaf7f ,MYSRES02DEL02 ,26,4.6,12.304569,76.643622,12.354569,76.693622,13-03-2022,23:44:15,23:57:10,conditions Stormy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,15
0x4470 ,SURRES13DEL01 ,25,4.9,21.170096,72.789122,21.180096,72.799122,19-03-2022,8:56:13,9:14:20,conditions Cloudy,Low ,1,Meal ,scooter ,1,No ,Urban ,12
0x6b42 ,VADRES01DEL01 ,22,4.8,22.307898,73.167788,22.417898,73.277788,16-03-2022,20:36:23,20:52:32,conditions Windy,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,16
0xe147 ,LUDHRES13DEL01 ,39,4.7,30.893234,75.82172,30.933234,75.86172,15-02-2022,15:18:05,15:21:41,conditions Sunny,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,21
0x4734 ,BANGRES19DEL02 ,32,4,12.914264,77.6784,12.964264,77.7284,07-03-2022,19:43:45,19:58:37,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1,Yes ,Metropolitian ,49
0xa0fa ,INDORES03DEL02 ,30,4.9,22.751857,75.866699,22.881857,75.996699,20-03-2022,22:58:37,23:09:09,conditions Fog,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,30
0xd9fa ,LUDHRES03DEL01 ,30,4.3,30.88722,75.804893,30.95722,75.874893,18-02-2022,21:20:55,21:34:49,conditions Sandstorms,Jam ,1,Buffet ,scooter ,2,No ,Metropolitian ,35
0x94da ,HYDRES11DEL03 ,38,4.8,17.430448,78.418213,17.520448,78.508213,02-04-2022,22:03:55,22:12:22,conditions Sunny,Jam ,2,Meal ,scooter ,0,No ,NaN ,17
0xb417 ,MUMRES09DEL02 ,36,4.6,18.994049,72.825203,19.124049,72.955203,06-03-2022,17:36:06,17:44:28,conditions Sunny,Medium ,1,Snack ,scooter ,0,No ,Urban ,20
0xd1f5 ,KNPRES05DEL02 ,29,4.9,26.479108,80.315042,26.559108,80.395042,16-02-2022,18:54:33,19:01:32,conditions Sandstorms,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,24
0x48d7 ,CHENRES16DEL02 ,38,4.6,13.049645,80.242268,13.099645,80.292268,17-03-2022,21:34:57,21:41:24,conditions Sunny,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,20
0x8172 ,CHENRES08DEL02 ,30,4.5,13.022394,80.242439,13.042394,80.262439,05-03-2022,10:39:57,10:48:07,conditions Windy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,26
0x86ec ,PUNERES06DEL01 ,39,5,18.546258,73.904337,18.586258,73.944337,09-03-2022,15:34:35,15:46:07,conditions Windy,Medium ,1,Buffet ,motorcycle ,0,No ,Urban ,32
0x67f4 ,HYDRES06DEL01 ,33,4.6,17.455894,78.375467,17.465894,78.385467,05-04-2022,9:33:49,9:39:12,conditions Fog,Low ,2,Snack ,electric_scooter ,NaN ,No ,Urban ,18
0xc635 ,KOLRES04DEL02 ,31,4.8,22.538731,88.364878,22.588731,88.414878,11-02-2022,20:25:05,20:44:37,conditions Fog,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,36
0x8728 ,PUNERES16DEL03 ,37,4.7,18.536718,73.830327,18.566719,73.860327,07-03-2022,19:58:11,20:14:14,conditions Windy,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,25
